DATATIME,WINDSPEED,WINDSPEED2,"ROUND(A.POWER,0)",YD15
2021-11-25 05:30:00,6.5,-1.462175,16873.0,15350.0
2021-11-25 05:45:00,6.4,-1.43968,22283.0,20309.0
2021-11-25 06:00:00,5.9,5.209405,18.0,2440.1
2021-11-25 06:15:00,6.0,2.163538,5943.0,5490.0
2021-11-25 06:30:00,6.1,1.984608,1387.0,900.0
2021-11-25 06:45:00,6.3,1.759976,653.0,270.0
2021-11-25 07:00:00,6.4,1.764096,582.0,270.0
2021-11-25 07:15:00,6.6,1.571148,1048.0,765.0
2021-11-25 07:30:00,6.8,1.012275,234.0,7634.0
2021-11-25 07:45:00,6.8,0.287628,-79.0,-360.0
2021-11-25 08:00:00,6.8,-0.498984,-139.0,-360.0
2021-11-25 08:15:00,6.6,-1.31212,-138.0,-360.0
2021-11-25 08:30:00,6.4,-1.70973,-161.0,-90.0
2021-11-25 08:45:00,6.1,-2.0726,728.0,225.0
2021-11-25 09:00:00,5.9,-2.583929,3652.0,2970.0
2021-11-25 09:15:00,5.8,-3.03765,4282.0,4050.0
2021-11-25 09:30:00,5.6,-3.498424,5929.0,4950.0
2021-11-25 09:45:00,5.1,-3.92083,4915.0,5535.0
2021-11-25 10:00:00,4.6,-4.189791,7756.0,8820.0
2021-11-25 10:15:00,4.1,-4.515498,7580.0,7830.0
2021-11-25 10:30:00,3.4,-4.597305,10473.0,10225.64612
2021-11-25 10:45:00,2.9,-4.597305,9473.0,9675.0
2021-11-25 11:00:00,2.5,-4.636464,9199.0,10478.42345
2021-11-25 11:15:00,2.2,-4.68587,7911.0,7965.0
2021-11-25 11:30:00,1.9,-4.945512,6131.0,5760.0
2021-11-25 11:45:00,1.8,-5.421042,7486.0,7155.0
2021-11-25 12:00:00,1.7,-5.788196,11580.0,11790.0
2021-11-25 12:15:00,1.7,-6.0753,11649.0,11025.0
2021-11-25 12:30:00,1.7,-5.969767,10963.0,10845.0
2021-11-25 12:45:00,1.4,-5.802401,9589.0,10478.42345
2021-11-25 13:00:00,1.1,-5.122065,9672.0,9675.0
2021-11-25 13:15:00,0.9,-4.384082,10136.0,9630.0
2021-11-25 13:30:00,1.0,-3.663903,10687.0,10485.0
2021-11-25 13:45:00,1.6,-3.115287,10424.0,9765.0
2021-11-25 14:00:00,2.5,-3.0091,11954.0,11835.0
2021-11-25 14:15:00,2.9,-3.021113,9595.0,9225.0
2021-11-25 14:30:00,3.2,-3.323417,13716.0,13050.0
2021-11-25 14:45:00,3.5,-3.492758,17049.0,17595.0
2021-11-25 15:00:00,3.7,-3.492758,21535.0,21645.0
2021-11-25 15:15:00,3.6,-4.153499,26554.0,25155.0
2021-11-25 15:30:00,3.6,-4.01646,18974.0,18405.0
2021-11-25 15:45:00,3.0,-3.687528,15498.0,14805.0
2021-11-25 16:00:00,2.6,-3.5318,17597.0,17280.0
2021-11-25 16:15:00,2.4,-3.399064,18435.0,17595.0
2021-11-25 16:30:00,2.5,-3.637326,11530.0,10305.0
2021-11-25 16:45:00,2.4,-3.70839,13259.0,11295.0
2021-11-25 17:00:00,2.7,-3.477005,10038.0,9360.0
2021-11-25 17:15:00,2.8,-3.399064,9626.0,8730.0
2021-11-25 17:30:00,3.1,-3.637326,5630.0,4950.0
2021-11-25 17:45:00,3.4,-3.897133,1977.0,1710.0
2021-11-25 18:00:00,3.8,-4.089558,3209.0,2520.0
2021-11-25 18:15:00,5.9,-4.287228,2475.0,2070.0
2021-11-25 18:30:00,6.0,-4.792935,4579.0,4275.0
2021-11-25 18:45:00,6.2,-5.08638,5667.0,5580.0
2021-11-25 19:00:00,6.3,-4.945512,2663.0,2025.0
2021-11-25 19:15:00,6.5,-4.947974,3728.0,3555.0
2021-11-25 19:30:00,6.7,-4.32635,3830.0,3600.0
2021-11-25 19:45:00,6.8,-4.01962,2582.0,1890.0
2021-11-25 20:00:00,6.8,-4.416543,1666.0,1125.0
2021-11-25 20:15:00,6.7,-4.7815,3845.0,3825.0
2021-11-25 20:30:00,6.5,-5.421042,3191.0,3150.0
2021-11-25 20:45:00,6.3,-5.862224,4118.0,4365.0
2021-11-25 21:00:00,6.0,-6.375138,8828.0,8100.0
2021-11-25 21:15:00,5.9,-6.918027,8628.0,9945.0
2021-11-25 21:30:00,5.7,-7.08319,16691.0,16110.0
2021-11-25 21:45:00,5.4,-7.20945,23762.0,22455.0
2021-11-25 22:00:00,4.8,-7.26788,24891.0,25605.0
2021-11-25 22:15:00,4.4,-7.45914,32224.0,28710.0
2021-11-25 22:30:00,3.7,-7.72744,33075.0,32580.0
2021-11-25 22:45:00,3.1,-7.95646,36617.0,34740.0
2021-11-25 23:00:00,2.7,-8.314275,29836.0,29160.0
2021-11-25 23:15:00,2.3,-8.540181,30798.0,31050.0
2021-11-25 23:30:00,2.0,-8.574456,35747.0,34290.0
2021-11-25 23:45:00,1.9,-8.789963,32077.0,31815.0
2021-11-26 00:00:00,1.8,-9.13197,45763.0,45225.0
2021-11-26 00:15:00,1.7,-9.37174,44536.0,43605.0
2021-11-26 00:30:00,1.7,-9.65863,41493.0,41535.0
2021-11-26 00:45:00,1.6,-9.795918,37158.0,36405.0
2021-11-26 01:00:00,1.3,-9.960714,34843.0,34245.0
2021-11-26 01:15:00,0.9,-9.84935,34173.0,32040.0
2021-11-26 01:30:00,0.9,-9.444706,34294.0,35280.0
2021-11-26 01:45:00,1.3,-9.096048,36485.0,36900.0
2021-11-26 02:00:00,2.1,-8.921124,35401.0,36225.0
2021-11-26 02:15:00,2.8,-8.658738,35133.0,34335.0
2021-11-26 02:30:00,3.1,-8.314549,33505.0,31545.0
2021-11-26 02:45:00,3.3,-7.792976,26078.0,26280.0
2021-11-26 03:00:00,3.5,-7.18776,28039.0,27315.0
2021-11-26 03:15:00,3.7,-7.547645,28771.0,27180.0
2021-11-26 03:30:00,3.6,-6.948168,27262.0,26685.0
2021-11-26 03:45:00,3.3,-6.490506,30564.0,27000.0
2021-11-26 04:00:00,2.7,-5.869013,24379.0,24615.0
2021-11-26 04:15:00,2.5,-5.314086,28601.0,27990.0
2021-11-26 04:30:00,2.4,-4.643541,30208.0,30465.0
2021-11-26 04:45:00,2.5,-4.068816,24831.0,21735.0
2021-11-26 05:00:00,2.4,-3.450324,11651.0,10170.0
2021-11-26 05:15:00,2.8,-2.891402,6045.0,4635.0
2021-11-26 05:30:00,3.0,-2.04659,10924.0,11520.0
2021-11-26 05:45:00,3.2,-1.18082,4685.0,4500.0
2021-11-26 06:00:00,3.6,-0.792155,7414.0,10478.42345
